avg_sales,avg_revenue,avg_price,avg_pct_ventas,cluster
8876.0,77078.34,23803.32,479.93,1
2417.0,5080.38,5762.14,-328.93,1
11901.0,58775.35,13579.41,340.55,1
21011.0,95122.17,12023.41,206.03,1
9045.0,68740.9,20927.46,167.66,1
73430.0,333985.56,12290.91,823.09,3
10921.0,54596.72,13695.04,533.01,1
3954.0,39441.15,27331.5,124.1,0
10777.0,31877.24,8104.15,495.76,1
20844.0,209642.4,27515.71,536.5,0
14843.0,43885.8,8100.6,684.69,1
7782.0,174541.86,61448.48,173.94,0
20326.0,124263.36,16734.44,761.69,1
1443.0,5357.14,10172.25,-224.56,1
11581.0,58685.48,13836.09,666.31,1
29644.0,337348.88,30874.76,304.93,0
21577.0,93859.95,11919.0,264.14,1
2954.0,17894.46,16616.74,-310.97,1
30442.0,142234.48,12850.42,515.77,1
146719.0,665721.94,12291.08,735.43,3
26436.0,98143.65,10172.25,758.13,1
14065.0,103035.71,20573.31,410.46,1
72525.0,87928.66,3321.89,503.02,1
5741.0,35542.62,16977.15,211.88,1
2720.0,10085.54,10169.75,26.61,1
8369.0,87393.66,28300.21,79.27,0
119547.0,144950.73,3322.25,747.21,3
21624.0,94023.65,12132.6,-7.0,1
5401.0,30100.75,15270.52,357.69,1
13029.0,40346.02,8486.34,387.23,1
34128.0,96501.8,7752.7,231.93,1
8305.0,93091.19,30703.52,131.17,0
25109.0,125091.6,13704.18,111.87,1
9373.0,67044.96,19616.32,738.27,1
7738.0,84633.15,29953.76,458.25,0
18914.0,188667.16,27326.5,379.63,0
27871.0,93020.3,9154.34,471.65,1
26414.0,129051.62,13300.22,376.01,1
12944.0,104444.85,22730.38,375.4,1
5477.0,33789.79,16663.55,234.74,1
28906.0,69285.6,6598.02,507.88,1
7368.0,28735.32,10697.25,505.65,1
8071.0,40633.2,13802.22,408.63,1
17817.0,32962.95,5074.65,516.46,1
15738.0,80973.61,14755.3,15.16,1
2060.0,33404.82,42651.28,99.46,0
20608.0,127707.98,16968.38,836.42,1
1976.0,12300.6,17056.5,-90.12,1
20921.0,392855.53,51639.38,341.49,0
27229.0,61034.98,6138.86,976.0,1
17119.0,128151.27,20386.54,346.4,1
24506.0,60346.02,6747.25,174.51,1
6483.0,23118.75,10042.28,286.08,1
21776.0,55201.45,6985.6,112.5,1
17132.0,129712.08,20762.36,445.55,1
37611.0,52745.88,4112.25,404.34,1
4144.0,30497.01,20114.6,-6.13,1
44637.0,54156.04,3322.74,896.47,1
3941.0,59957.94,41722.73,18.15,0
97164.0,112626.73,3174.06,494.86,3
2589.0,32266.58,34138.45,2.47,0
20585.0,50690.56,6747.25,250.47,1
6341.0,25299.31,10963.55,110.95,1
8411.0,36481.86,11884.32,553.54,1
11024.0,37619.4,9350.25,107.14,1
15400.0,84171.75,14866.42,381.38,1
10610.0,46764.81,11912.44,635.81,1
2541.0,25187.66,27160.25,71.8,0
10782.0,137405.42,35409.39,109.15,0
3961.0,61742.92,43538.88,99.74,0
22567.0,158548.23,19270.55,709.56,1
1537.0,19166.62,34177.77,-148.52,0
9474.0,34085.81,9841.51,225.55,1
13484.0,302690.97,61481.1,515.4,0
11642.0,72080.29,16950.95,349.25,1
11175.0,39563.48,9769.7,433.78,1
16869.0,62407.48,10034.38,347.14,1
40986.0,151904.53,10163.8,331.5,1
16124.0,39539.18,6717.35,418.05,1
17105.0,191721.1,30708.79,348.7,0
7893.0,19428.45,7002.8,686.49,1
57464.0,69675.1,3322.25,828.64,1
4977.0,35508.31,19420.72,-27.43,1
13449.0,81460.36,16636.05,499.8,1
15316.0,74524.71,13311.36,613.71,1
39790.0,373478.7,25629.08,343.07,3
7601.0,42010.38,15183.49,392.53,1
112005.0,133762.53,3278.76,1599.75,3
20492.0,74966.25,9880.96,418.99,1
11319.0,57062.38,13845.15,478.21,1
10975.0,56081.81,14376.42,370.55,1
8012.0,48320.62,16421.01,353.42,1
13703.0,205072.4,41182.76,339.81,0
11850.0,42312.08,9799.24,236.81,1
38623.0,146095.0,10689.65,365.28,1
2672.0,21643.2,22194.0,166.18,1
21485.0,107054.6,13704.65,381.19,1
4000.0,27583.72,18744.26,99.53,1
4710.0,29098.5,16987.19,164.58,1
68423.0,275123.3,11093.42,1671.1,3
8990.0,40808.19,12443.14,578.84,1
10851.0,32824.27,8288.5,122.99,1
16734.0,104169.15,17056.5,474.05,1
5529.0,26810.95,13286.65,306.28,1
41106.0,98818.77,6599.38,426.77,1
27588.0,167727.7,16654.44,560.32,1
109692.0,134045.08,3347.7,451.26,3
3214.0,6753.58,5769.06,-218.33,1
7086.0,17625.62,6808.79,376.74,1
3354.0,20291.7,16577.0,70.21,1
28392.0,70249.16,6780.26,280.74,1
15473.0,95861.14,16969.45,596.2,1
18157.0,42690.25,6457.55,377.03,1
27045.0,201464.95,20415.04,547.54,1
6592.0,40132.6,16689.9,201.56,1
8372.0,83178.11,27118.62,355.28,0
7659.0,8925.29,3248.95,117.77,1
2583.0,11433.3,12320.76,25.12,1
7358.0,41811.54,15750.6,359.26,1
9876.0,47804.74,13269.59,512.12,1
16985.0,97744.94,15888.56,477.81,1
6035.0,33796.0,15344.0,94.88,1
43992.0,101306.54,6040.54,262.43,1
20094.0,55269.18,7537.38,628.55,1
1061.0,15875.21,40997.25,-147.17,0
17880.0,42474.98,6580.48,274.13,1
22285.0,53655.38,6658.8,496.08,1
12637.0,104885.56,22921.29,362.78,1
18250.0,43104.88,6580.82,254.5,1
4987.0,75377.24,41176.0,212.89,0
20983.0,267499.72,35380.66,144.37,0
10737.0,127097.98,32415.45,155.83,0
11903.0,123980.44,28329.08,323.8,0
37736.0,78721.1,5689.6,167.19,1
12603.0,46685.7,10180.62,131.48,1
8390.0,28630.88,9350.25,201.09,1
8433.0,98448.33,32029.04,473.74,0
5031.0,18197.82,9827.62,123.57,1
9526.0,38410.85,11148.5,480.28,1
4519.0,16782.11,10195.15,82.79,1
10031.0,50702.85,13819.82,394.6,1
5654.0,79617.96,39460.58,-146.37,0
121896.0,147798.9,3322.25,725.16,3
52721.0,226386.2,12019.25,684.68,3
40761.0,128321.66,8627.11,589.33,1
2641.0,19411.35,20134.78,87.36,1
11832.0,36589.65,8481.38,488.18,1
5734.0,28421.65,13586.79,233.66,1
11515.0,114282.81,27193.31,414.55,0
1991.0,12143.5,16617.14,48.97,1
43953.0,108234.27,6747.25,383.47,1
5262.0,20408.62,11106.1,188.47,1
8715.0,27799.76,8793.54,84.74,1
12335.0,61366.62,13631.5,92.52,1
61300.0,74326.25,3322.25,468.89,1
11267.0,126171.29,30691.31,367.02,0
13042.0,129930.92,27297.25,354.91,0
1950.0,6532.5,9179.0,-46.36,1
32773.0,81108.52,6781.11,314.42,1
5489.0,64936.74,32405.4,267.99,0
2972.0,13137.71,12317.49,32.55,1
51750.0,63050.76,3347.69,499.43,1
7866.0,91699.65,32047.29,469.93,0
16741.0,123877.7,20144.64,402.42,1
9404.0,60974.58,17792.81,262.45,1
1299.0,4820.56,10170.28,-274.67,1
19068.0,222075.78,33249.0,394.25,0
1387.0,5149.24,10172.25,-244.42,1
3944.0,29573.35,20507.25,118.6,1
43559.0,52815.29,3322.25,470.58,1
3570.0,33939.98,26299.35,-73.39,0
2020.0,18356.75,23325.54,-5.13,0
13364.0,74496.98,15298.32,681.84,1
6700.0,8375.0,3831.55,120.88,1
4683.0,57096.6,33427.64,70.44,0
15595.0,162466.47,28547.44,654.29,0
11987.0,44244.35,10160.79,570.68,1
8788.0,109142.34,34045.55,402.69,0
3276.0,12198.2,10205.28,80.56,1
52844.0,658692.5,34096.71,649.4,3
1749.0,10766.89,16912.12,76.98,1
29184.0,108345.6,10172.25,708.33,1
3441.0,73186.02,58329.42,-169.52,0
107336.0,131083.84,3347.62,630.17,3
7114.0,54161.45,21085.76,299.67,1
21225.0,25736.25,3322.62,1239.63,1
11274.0,70039.72,17022.25,416.08,1
8757.0,53493.5,16715.25,527.97,1
14613.0,70667.17,12390.0,375.75,1
18279.0,33816.08,5067.39,175.68,1
8118.0,50196.08,16987.3,270.61,1
32737.0,112468.1,9414.5,351.47,1
2339.0,14384.7,16819.4,100.88,1
20760.0,119989.35,15815.68,700.1,1
9831.0,99833.11,28064.92,316.18,0
15089.0,96640.1,17450.69,650.67,1
13238.0,163111.84,33787.94,552.74,0
17730.0,81736.67,12647.1,518.33,1
23325.0,193858.95,22900.95,473.34,1
7137.0,110319.73,42566.25,232.48,0
70920.0,175779.95,6780.91,412.19,3
11133.0,41470.42,10206.5,401.53,1
3655.0,22489.24,16937.49,194.12,1
2126.0,21521.58,27300.75,-290.01,0
8678.0,40061.82,12461.52,345.36,1
8425.0,52552.06,17050.98,429.66,1
1131.0,6895.5,16706.66,-95.97,1
13226.0,80949.92,16734.44,420.23,1
5052.0,53006.05,28865.82,100.59,0
148818.0,177999.2,3278.52,1250.88,3
75780.0,195940.55,7021.9,267.5,3
10852.0,40298.18,10183.69,503.84,1
22534.0,55457.24,6746.04,154.55,1
14626.0,52669.28,9843.75,175.23,1
1566.0,13578.22,23762.68,65.15,0
5719.0,48238.88,23276.24,161.53,0
33637.0,312744.22,25664.92,244.23,0
5034.0,24806.08,13135.5,236.13,1
7923.0,23413.16,8090.36,447.76,1
11309.0,58087.94,14394.72,285.03,1
2222.0,22164.45,27331.5,-4.85,0
4118.0,48798.3,32465.9,92.11,0
13351.0,66200.34,13587.21,731.19,1
6902.0,16909.12,6576.6,204.28,1
34742.0,126676.35,9745.62,523.44,1
56657.0,137179.62,6659.84,417.18,1
4690.0,26155.82,15600.56,194.33,1
37668.0,139575.36,10147.9,912.78,1
8846.0,31536.65,9808.15,222.49,1
8509.0,50124.72,16838.85,383.05,1
21280.0,156473.38,20230.95,417.8,1
13952.0,60902.08,11959.05,1040.9,1
9559.0,57737.38,16643.51,413.87,1
129262.0,154527.28,3277.22,1679.1,3
22361.0,131807.88,15742.86,187.43,1
14143.0,87539.52,16980.71,491.59,1
7976.0,24113.2,8286.72,203.85,1
19214.0,116304.16,16623.52,674.89,1
2966.0,36187.44,33527.62,62.9,0
10953.0,39622.08,10083.36,215.75,1
171275.0,209080.48,3347.61,617.33,3
3965.0,44537.38,30691.81,66.59,0
14269.0,86862.54,16679.75,447.47,1
3716.0,23076.4,17016.7,74.99,1
24929.0,123188.33,13584.55,256.08,1
115453.0,141005.52,3347.61,497.61,3
4519.0,27985.79,16983.64,58.24,1
10436.0,63483.69,16627.99,503.24,1
8564.0,191883.9,61447.24,230.75,0
31829.0,195868.19,16869.91,1529.53,3
38942.0,387718.88,27277.81,709.85,3
19411.0,95047.86,13471.86,814.19,1
9924.0,49845.7,13984.45,332.62,1
27450.0,273464.97,27291.59,685.31,0
29510.0,71574.25,6737.01,432.68,1
15979.0,58882.05,10163.75,329.39,1
23297.0,83731.0,9765.72,567.35,1
109455.0,133668.34,3345.21,724.47,3
9062.0,38954.3,11777.75,618.37,1
29041.0,70038.16,6608.7,846.13,1
6664.0,67829.83,27466.34,151.33,0
12703.0,94607.98,20402.38,-59.29,0
18673.0,279213.8,41161.88,537.85,0
9942.0,123609.17,33953.25,153.8,0
12686.0,106457.79,22349.15,190.06,0
6725.0,33381.58,13597.89,416.07,1
27028.0,62778.0,6233.02,482.0,1
8257.0,82260.36,27293.5,474.13,0
6535.0,24239.74,10168.31,305.42,1
11419.0,107795.86,25598.54,622.74,1
12990.0,65144.1,13748.82,786.12,1
46002.0,342685.16,20399.2,160.93,3
4204.0,20862.35,13597.25,-35.88,1
5771.0,61427.0,29234.01,176.89,0
23124.0,106749.64,12642.38,563.12,1
27838.0,242292.81,23734.69,585.23,1
6030.0,36593.62,16611.25,116.31,1
28653.0,70493.19,6736.6,739.74,1
90359.0,383673.84,11656.12,323.54,3
9683.0,47394.38,13418.19,455.07,1
7178.0,71474.65,27226.22,387.81,0
18733.0,117228.83,17158.24,557.76,1
9930.0,108499.14,29926.35,631.29,0
855.0,24281.04,78478.42,-104.98,0
46121.0,55921.71,3322.25,816.89,1
5524.0,31555.85,15652.25,277.83,1
17763.0,106932.34,16535.85,730.76,1
6792.0,19357.2,7809.0,163.03,1
13712.0,58720.84,11831.86,181.77,1
6280.0,37994.0,16577.0,142.91,1
31768.0,78228.7,6747.25,147.45,1
27530.0,100718.89,10084.6,110.98,1
49404.0,182952.95,10138.9,1151.38,3
2725.0,12039.78,12294.16,7.49,1
97792.0,116855.42,3276.99,1337.01,3
6281.0,14678.66,6426.88,117.49,1
34248.0,84699.29,6775.36,345.77,1
8177.0,49814.02,16700.21,391.52,1
11263.0,68074.58,16624.84,631.18,1
7987.0,39585.46,13353.82,273.15,1
21942.0,75932.08,9476.56,705.75,1
8745.0,31509.94,9917.99,412.63,1
66560.0,85147.34,3574.42,339.23,1
4120.0,35895.5,23872.25,48.49,0
5547.0,64640.36,32048.5,248.85,0
1400.0,12183.42,23845.21,-46.52,0
6479.0,32254.59,13743.48,406.77,1
31239.0,104415.88,9151.94,456.39,1
3184.0,11860.4,10206.5,143.96,1
6345.0,38912.49,16574.75,99.93,1
6941.0,44724.21,17820.66,300.36,1
21211.0,147892.06,19104.79,509.9,1
104560.0,387500.53,10164.18,169.79,3
38706.0,201326.8,14614.26,486.97,1
32803.0,127975.85,10783.85,438.3,1
8680.0,195936.6,61803.92,282.19,0
17877.0,401117.97,61860.15,498.14,0
64582.0,77367.76,3281.12,1577.7,3
5268.0,82755.75,42895.04,253.49,0
55639.0,239850.44,12034.66,1342.86,3
8983.0,61495.95,18759.6,515.43,1
116448.0,142100.08,3347.61,781.93,3
3688.0,41130.48,30594.72,158.17,0
5710.0,45935.78,22124.32,256.43,1
10206.0,78377.96,20666.07,186.26,1
8053.0,36575.48,12435.95,427.13,1
1662.0,6151.02,10152.8,11.21,1
12694.0,46027.69,10127.16,698.08,1
39727.0,97709.95,6734.15,703.63,1
22918.0,71847.35,8579.75,300.11,1
53233.0,396575.9,20391.9,107.05,3
9193.0,91538.5,27286.66,380.16,0
37672.0,139212.38,10178.9,127.1,1
32669.0,39254.54,3275.35,517.12,1
12123.0,112519.92,24984.6,160.28,0
9321.0,46118.2,13559.95,438.57,1
1658.0,18550.28,30707.2,-35.6,0
42203.0,206644.0,13446.96,588.97,1
3386.0,33642.39,27510.35,155.85,0
7648.0,102483.85,37289.88,182.43,0
33982.0,137347.97,11092.41,709.13,1
22334.0,203286.84,25110.35,654.19,1
97183.0,116058.21,3280.04,1256.89,3
22696.0,427302.75,51487.92,616.36,0
39180.0,139197.31,9578.81,158.97,1
5903.0,66187.39,30722.25,197.79,0
29126.0,91773.19,8586.35,531.59,1
4267.0,26028.7,16709.78,232.43,1
35968.0,86740.58,6601.79,397.37,1
10438.0,51062.18,13425.4,764.48,1
111659.0,136249.22,3347.61,633.88,3
54616.0,66496.26,3347.61,675.42,1
10276.0,193950.78,51511.02,156.74,0
8803.0,37819.89,11826.19,503.02,1
5399.0,46957.36,23440.14,155.73,0
11642.0,48561.08,11350.45,584.07,1
30277.0,79432.88,7019.2,221.07,1
5333.0,19798.76,10172.25,243.03,1
8090.0,30034.12,10172.25,204.32,1
13938.0,121434.83,23068.25,162.1,0
15546.0,195707.66,34297.88,151.38,0
19149.0,59038.79,8455.09,669.68,1
170532.0,208261.55,3347.61,583.9,3
21397.0,104766.44,13351.09,718.52,1
29822.0,36159.18,3322.25,655.08,1
38935.0,107927.42,7532.31,802.36,1
4221.0,15721.18,10205.47,164.2,1
5892.0,68962.29,32011.08,268.95,0
116846.0,142609.4,3346.99,577.26,3
2165.0,10726.09,13585.15,-72.64,1
5855.0,86305.35,40760.88,215.85,0
11982.0,74593.25,17061.95,533.57,1
19986.0,447703.28,61576.65,626.69,0
9525.0,35465.77,10201.55,440.87,1
14553.0,45182.06,8523.04,157.58,1
5122.0,30878.99,16527.24,177.84,1
57993.0,150809.53,7022.22,276.12,1
77106.0,93491.02,3322.25,1094.7,3
15607.0,51837.65,9111.12,650.06,1
2934.0,17750.7,16577.0,178.25,1
9692.0,157926.6,44652.65,401.15,0
34296.0,113688.79,9086.41,552.55,1
10488.0,98231.85,25656.9,425.23,0
8675.0,29807.99,9440.5,278.61,1
13774.0,84084.66,16756.71,637.33,1
16924.0,68283.04,11099.5,295.27,1
6529.0,37003.42,15537.71,315.1,1
3243.0,40415.89,34147.25,108.82,0
9758.0,36226.58,10172.25,552.91,1
9069.0,204063.69,61724.99,372.59,0
23076.0,55923.56,6611.88,16.05,1
21532.0,266302.8,33874.19,520.03,0
4597.0,57290.12,34147.25,55.06,0
14885.0,233582.08,43370.51,566.64,0
7063.0,56774.08,22112.75,286.87,1
7178.0,35973.69,13763.81,333.72,1
6482.0,22251.22,9428.25,333.19,1
47760.0,475809.0,27297.25,233.59,3
8903.0,39548.21,12585.14,406.95,1
1823.0,18071.43,27196.94,21.05,0
16794.0,317996.78,52281.62,223.09,0
40345.0,158033.08,10805.88,409.87,1
8291.0,40989.5,13542.54,273.47,1
3444.0,19114.2,15206.38,-0.99,1
3488.0,17292.59,13585.51,-157.53,1
1194.0,6177.78,13836.2,-169.32,1
40171.0,49445.15,3417.25,785.82,1
5376.0,20627.98,10536.96,295.54,1
34639.0,109424.67,8623.89,694.68,1
59250.0,257473.34,12050.35,595.0,3
12416.0,26111.24,5774.85,561.49,1
12949.0,77769.24,16607.2,338.15,1
7231.0,27674.75,10069.54,96.35,1
23039.0,140781.16,16723.9,889.82,1
19099.0,143192.17,20530.02,275.17,1
1770.0,4137.38,6404.75,54.6,1
11173.0,142959.81,35430.54,-110.11,0
78093.0,353374.72,12290.59,595.78,3
22031.0,67941.46,8382.97,414.56,1
58917.0,142556.89,6658.6,516.07,1
64073.0,77924.8,3343.25,286.33,1
9456.0,82340.17,23867.22,122.17,0
24086.0,146141.16,16639.85,721.71,1
10508.0,73649.54,19123.32,155.05,1
153340.0,182958.84,3278.8,1612.96,3
26050.0,57657.75,6108.76,695.15,1
1357.0,34680.77,70247.0,-63.83,0
8881.0,44031.84,13516.91,167.48,1
6438.0,32179.7,13797.09,224.97,1
1747.0,10787.72,16919.5,62.16,1
8047.0,52472.19,17232.68,179.59,1
21817.0,79901.98,10074.21,391.21,1
11891.0,44072.56,10071.1,222.74,1
9989.0,24521.62,6734.45,459.2,1
10878.0,111554.2,28566.72,300.4,0
15691.0,48621.75,8492.15,446.17,1
6610.0,40332.92,16557.02,95.54,1
3000.0,37387.5,33252.94,76.27,0
80783.0,703771.8,23848.5,1159.67,3
17640.0,65324.92,10178.82,213.24,1
21107.0,421243.12,54687.0,549.52,0
19683.0,85621.05,11919.0,294.5,1
26976.0,123976.29,12288.34,339.54,1
35841.0,75058.65,5686.6,180.15,1
32594.0,305291.97,25649.69,435.18,0
5605.0,46069.92,22554.02,187.1,0
12539.0,41879.89,9161.03,470.76,1
7512.0,86726.86,31551.32,181.55,0
2342.0,16593.18,19403.25,-226.03,0
757.0,5175.99,18734.75,-254.44,0
1568.0,7173.42,12606.48,-457.76,1
4258.0,13732.05,8836.5,107.64,1
2830.0,8763.41,8482.04,-251.4,1
3054.0,22370.64,19669.28,-112.05,0
2852.0,24841.88,23870.46,-256.77,0
7247.0,50972.05,19307.62,427.86,1
6260.0,36660.92,16073.84,159.41,1
3866.0,28204.8,20204.36,-230.76,0
3034.0,22615.44,20459.56,-265.27,0
4227.0,23243.3,15068.09,-85.23,1
6166.0,13980.19,6226.68,136.6,1
1438.0,6686.7,12741.0,-53.15,1
1160.0,11507.15,27093.6,-496.0,0
3397.0,40046.25,32335.92,-207.95,0
1362.0,14420.18,29009.75,-130.59,0
5818.0,32308.76,15213.4,358.67,1
3619.0,25525.41,19302.4,-229.13,0
2311.0,11468.34,13597.25,-36.76,1
5165.0,14331.08,7602.6,131.81,1
7097.0,48175.74,18646.0,229.14,1
1466.0,7263.89,13586.11,-491.55,1
1082.0,6721.92,17022.25,-260.83,1
3500.0,25983.98,20342.15,-108.71,0
4116.0,53738.9,35680.79,-151.29,0
8030.0,38899.64,13316.85,406.1,1
3713.0,27569.02,20344.5,160.97,1
2282.0,23360.3,27817.04,-169.7,0
6569.0,57236.79,23907.25,226.14,0
1509.0,21418.6,38690.77,-466.98,0
8199.0,63791.62,21107.85,95.22,1
7917.0,39288.11,13597.25,472.05,1
11105.0,152043.81,37380.8,397.73,0
2814.0,20893.95,20340.79,-294.9,0
4364.0,52500.58,32493.78,34.58,0
1793.0,8897.76,13597.25,-82.52,1
4373.0,28958.01,18252.88,-29.25,1
1080.0,5781.31,14664.86,-448.31,1
5337.0,32025.74,16523.12,79.04,1
14676.0,63840.6,11919.0,74.94,1
4182.0,43613.94,28629.51,-98.7,0
2830.0,24956.21,25013.08,-101.56,0
9413.0,38045.69,11202.6,651.27,1
4873.0,22535.79,12705.29,63.93,1
8277.0,35384.18,11713.5,449.63,1
7756.0,69467.08,24739.89,268.4,0
5211.0,64864.49,34149.58,-50.45,0
7234.0,46051.22,17617.62,152.85,1
4044.0,9865.1,6674.89,16.25,1
9005.0,54680.35,16632.66,682.45,1
3937.0,44143.62,30712.25,-124.03,0
3229.0,23770.15,20171.4,-178.29,0
1019.0,6330.54,17022.25,-8.77,1
2372.0,29561.05,34147.25,44.65,0
17557.0,67440.3,10765.2,451.04,1
807.0,8035.1,27307.55,-228.96,0
8371.0,31077.34,10169.79,329.76,1
12286.0,44776.28,10025.15,469.33,1
3024.0,17403.31,15976.25,-238.82,1
7030.0,33995.12,13252.25,191.41,1
1163.0,7951.28,18729.59,-332.57,0
1307.0,11338.22,23769.5,-45.47,0
4125.0,5001.56,3322.25,291.67,1
7750.0,27900.0,9864.0,160.05,1
2370.0,29871.11,34320.84,-243.11,0
8294.0,30684.39,10171.36,165.01,1
6511.0,52261.46,21956.5,257.59,1
4279.0,13799.78,8836.5,201.32,1
921.0,23604.94,69531.29,-372.17,0
21324.0,25848.05,3321.48,426.8,1
15023.0,34709.16,6332.14,664.37,1
9000.0,100839.29,30639.9,272.51,0
816.0,4079.94,20416.36,-86.56,0
7345.0,51177.98,19563.74,7.44,1
4407.0,24650.36,15347.84,7.62,1
1875.0,21034.4,30504.62,-111.59,0
3660.0,11757.75,8802.25,171.61,1
7956.0,46786.2,16048.95,118.75,1
2864.0,35625.02,34059.45,-189.54,0
11035.0,53661.22,13669.04,404.87,1
1294.0,12839.76,27176.3,-308.75,0
959.0,4759.04,13597.25,-396.42,1
1047.0,10391.47,27179.58,-467.08,0
4952.0,43137.05,23867.12,-76.52,0
9648.0,37450.08,10764.72,334.43,1
6428.0,47922.81,20426.25,71.97,1
1951.0,21371.84,29651.0,-272.65,0
1706.0,12655.95,20329.3,-437.55,0
7695.0,30883.8,11044.54,124.09,1
1452.0,10747.88,20320.5,-459.52,0
3171.0,25468.6,22058.51,-151.81,0
7614.0,33025.73,11884.75,317.36,1
1321.0,9039.4,18762.4,-427.65,0
4245.0,17337.82,11294.52,-36.48,1
2553.0,18956.02,20344.5,-303.7,0
2498.0,26250.42,28663.85,-288.16,0
568.0,3187.9,15378.25,-182.52,1
9205.0,28658.02,8548.22,300.9,1
3073.0,7568.81,6748.41,63.66,1
3118.0,19347.39,17036.82,-282.78,1
3247.0,20206.04,17087.9,-96.38,1
1936.0,20262.26,28607.62,-410.74,0
2652.0,39683.18,41050.62,-340.35,0
2839.0,31505.51,30448.45,-274.42,0
3707.0,17889.11,12474.75,156.06,1
16938.0,67116.83,10857.25,271.35,1
3712.0,29901.84,22091.44,-235.46,0
4250.0,21087.54,13554.02,4.66,1
7573.0,17803.43,6446.62,382.81,1
2998.0,22254.78,20338.06,29.85,1
18178.0,81091.04,12021.7,296.53,1
2245.0,15852.66,19360.0,-272.0,0
6106.0,16738.91,7823.58,284.13,1
9393.0,40163.02,11755.8,496.45,1
6473.0,47252.9,20002.0,90.83,1
944.0,9369.2,27194.5,-114.17,0
3209.0,7856.98,6682.41,-84.53,1
4729.0,41157.18,23837.74,-137.54,0
2189.0,5417.78,6780.99,76.93,1
7447.0,48119.82,17797.32,207.29,1
2435.0,26996.52,30335.11,-302.11,0
2620.0,22811.12,23482.05,-207.08,0
2838.0,20792.66,19273.78,-151.32,0
5609.0,41294.46,20267.14,-130.53,0
2459.0,17965.91,20178.34,-66.81,0
789.0,7860.41,27297.25,-159.31,0
3227.0,49040.05,41638.3,-285.76,0
1388.0,3417.75,6747.05,-132.45,1
5444.0,33727.11,16999.44,30.63,1
1285.0,9535.08,20326.52,-484.35,0
8863.0,113042.17,35451.49,345.35,0
8371.0,50803.08,16627.65,655.02,1
4186.0,15337.6,10088.88,-30.94,1
1598.0,11815.94,20148.79,-429.53,0
6376.0,46544.8,20002.0,149.89,1
15858.0,138181.58,23887.25,559.54,1
1461.0,8722.45,16290.72,-437.17,1
26023.0,64088.38,6749.12,723.17,1
5746.0,46378.9,22082.34,19.15,0
2117.0,11632.6,15064.29,-378.06,1
10856.0,53767.31,13560.28,552.71,1
1990.0,16035.24,22137.99,-11.58,0
1155.0,5729.09,13594.65,-453.25,1
3601.0,26737.42,20341.44,78.81,1
1078.0,5350.78,13607.9,-363.3,1
2540.0,22129.75,23872.25,-141.61,0
1168.0,6481.81,15202.89,-56.18,1
3874.0,59593.14,42223.58,-167.61,0
2420.0,28674.02,31254.09,-5.2,0
7391.0,17366.61,6433.46,317.91,1
5870.0,48077.52,22558.51,79.83,0
3327.0,29302.7,24176.88,-74.88,0
1019.0,6967.41,18735.95,-180.42,1
2115.0,30252.85,39185.74,-356.4,0
15294.0,75406.1,13544.95,586.85,1
19131.0,94355.77,13545.6,565.96,1
967.0,13237.6,37512.55,-330.13,0
1182.0,5864.92,13596.5,-129.23,1
4769.0,47644.42,27369.32,105.75,0
2210.0,23387.05,28987.1,-116.96,0
2349.0,17162.34,20003.79,-196.55,0
4565.0,53827.19,32195.81,-61.59,0
3787.0,13633.2,9864.0,149.8,1
2824.0,24394.85,23729.59,-269.17,0
1590.0,11607.0,20002.0,-225.23,0
9889.0,18288.81,5087.7,479.04,1
3480.0,16812.0,12473.25,122.16,1
10878.0,84160.88,21234.28,454.8,1
4439.0,38419.16,23749.76,-72.55,0
2271.0,11269.84,13597.25,-456.12,1
718.0,5348.12,20442.28,-155.57,0
36283.0,225410.64,17028.5,957.73,3
1963.0,7312.18,10206.5,-22.62,1
7052.0,61454.52,23955.31,57.66,0
3703.0,27349.9,20325.21,-84.99,0
3819.0,13557.45,9727.0,222.98,1
3546.0,30969.6,23920.81,-120.45,0
8709.0,52244.94,16516.25,457.99,1
10332.0,25342.58,6723.21,474.74,1
8656.0,36126.6,11421.75,135.63,1
879.0,10965.52,34181.5,-35.09,0
5152.0,21442.42,11399.7,173.91,1
3195.0,28903.45,24791.35,93.65,0
1603.0,29008.7,49582.8,-378.67,0
5649.0,6881.72,3308.42,268.76,1
9523.0,59372.12,17124.76,595.49,1
1727.0,4217.09,6676.04,-332.21,1
9636.0,59177.44,16900.26,445.73,1
1193.0,9350.14,21472.25,-90.77,0
4783.0,89409.64,51019.6,-50.25,0
10772.0,30565.55,7774.75,223.88,1
15829.0,78502.04,13603.25,524.69,1
3670.0,35991.95,26928.09,-204.02,0
16324.0,80469.52,13545.52,596.97,1
7975.0,68979.78,23740.99,273.13,0
12415.0,93901.11,20692.22,590.65,1
1121.0,12296.36,29924.58,-393.51,0
10471.0,38873.58,10172.25,282.83,1
2039.0,33021.31,44407.02,-410.16,0
2335.0,17056.28,20022.89,-245.17,0
3693.0,13256.46,9838.6,-102.25,1
4822.0,40934.19,23534.91,-39.37,0
2637.0,42635.78,44241.54,-293.59,0
4474.0,46675.29,28512.96,-63.98,0
1753.0,19599.6,30639.36,-358.04,0
1319.0,32943.52,68426.58,-480.75,0
19446.0,64561.94,9120.79,816.71,1
17651.0,21347.79,3318.75,293.08,1
3847.0,33199.42,23680.61,-161.95,0
